,Review_text,Noun_Phrases
7373,If you need best performance this is the phone. Just go for it.,"['you', 'best performance', 'the phone', 'it']"
7374,Everything is fine but slow motion camera is very poor. It's blinking inside house. My galaxy s7 camera is far better in low light.,"['Everything', 'motion camera', 'It', 'house', 'My galaxy s7 camera', 'low light']"
7375,"Everything is fine, except the price :-(,,,,,,,,","['Everything', 'the price']"
7376,Excellent Product.,['Excellent Product']
7377,Excellent Product. Sound quality via speaker low. Phone is Great.,"['Excellent Product', 'Sound quality', 'speaker', 'Phone']"
7378,"I like this product, its really awsome.
Its really money worthy product. I must will really recommended this phone.
Thanks one plus 6.
Awsome experience
I will give 5/5 if i will get a good service and screen replacement insurance. As promissed.","['I', 'this product', 'Its really money', 'worthy product', 'I', 'this phone', 'Thanks', 'Awsome experience', 'I', 'i', 'a good service', 'screen replacement insurance']"
7379,"Switched to Oneplus after 6years of Ios usage, No regrets!","['Oneplus', 'Ios usage']"
7380,EVERYTHING YOU WANT.. YOU GET IN THIS MASTERPIECE.. The best phone for,"['EVERYTHING', 'YOU', 'YOU', 'THIS MASTERPIECE', 'The best phone']"
7381,"What a phone!!! Exceptional display, terrific battery life, and I am completely short of words to describe camera quality... Crisp n clear pictures, simply beyond perfection! Just loveeee it! :D","['What a phone', 'Exceptional display', 'terrific battery life', 'I', 'words', 'camera quality', 'Crisp n clear pictures', 'perfection', 'it']"
7382,I was a proud one plus 2 user. But I am not getting the speed and performance as I expected  from my new phone one plus 6. A premium phone as it's moto was speed. Using WiFi or 4G not getting the rapidness some times. And Once  a heart breaking shock like  I switched on my Bluetooth to connect with a Bluetooth speker and that made my phone to switch off unexpectedly.,"['I', 'a proud one plus 2 user', 'I', 'the speed', 'performance', 'I', 'my new phone', 'A premium phone', ""it's moto"", 'speed', 'WiFi', 'G', 'the rapidness', 'I', 'my Bluetooth', 'a Bluetooth speker', 'my phone']"
7383,Good,[]
7384,slow mo  pic quality undr indoor condition not good,['slow mo  pic quality undr indoor condition']
7385,I love dis phone,"['I', 'phone']"
7386,"Good camer, 0% hanging ,
Nice design stylish look, good features, Back duel camer blur effect is good.","['Good camer', '0% hanging', 'Nice design stylish look', 'good features', 'Back duel camer blur effect']"
7387,Do i need to write anything about this awesum phone...!!,"['i', 'anything', 'this awesum phone']"
7388,"The phone is amazing, looking forward to get a fix on the volume control as the bar doesn't make sense to me when you have to reduce it to have the sound goes to zero.","['The phone', 'a fix', 'the volume control', 'the bar', 'sense', 'me', 'you', 'it', 'the sound']"
7389,"I like the product, but expected offer in Citi bank. The only reason I didn't buy this product is no offer for Citi bank card","['I', 'the product', 'expected offer', 'Citi bank', 'The only reason', 'I', 'this product', 'no offer', 'Citi bank card']"
7390,"Game, video and camera performance is super but sound system is normal","['Game, video and camera performance', 'sound system']"
7391,Good,[]
7392,Super. Designed,[]
7393,Really speed . Don't co.pare to any other mobile.,"['Really speed', 'any other mobile']"
7394,Awesome it is jus got the package yesterday,"['it', 'the package']"
7395,Good phone,['Good phone']
7396,Oneplus is kings of king,"['Oneplus', 'kings', 'king']"
7397,Yes but while using the mobile hang issue is happening wrost experience shop with amazon,"['the mobile hang issue', 'wrost experience shop', 'amazon']"
7398,I like this new handy gadget my brand new one plus 6 and no words to.describe simply you can say it is fabulous and real smart not the virtual.feel.free to contact me incase you have any confusions to buy,"['I', 'my brand', 'you', 'it', 'not the virtual.feel.free', 'me', 'you', 'any confusions']"
7399,"Good one worth of money
And mobile build quality was awesome","['Good one worth', 'money', 'mobile build quality']"
7400,"Very very fast processor comparison other device, best material quality, good camera, good battery life, and very very best feature dash charging is very very fast.. 😘 😘 😘 😘 😘","['Very very fast processor', 'other device', 'best material quality', 'good camera', 'good battery life', 'very very best feature dash charging', '😘', '😘']"
7401,It worth ur my money and u won't regret... Best mobile in this budget,"['It', 'my money', 'u', 'Best mobile', 'this budget']"
7402,Nice phone,['Nice phone']
7403,Can't ask for anything much better than this phone. This company lives upto its mission of never settle.,"['anything', 'this phone', 'This company', 'its mission']"
7404,Simply great......,[]
7405,"I have white silk oneplus 6. Amzing mobile i have ever seen . No mob can beat this in this price . They says true ""the speed you need"".","['I', 'white silk oneplus', 'i', 'No mob', 'this price', 'They', 'the speed', 'you']"
7406,Very good phone nothing to say about it. One can easily buy this phone blindly. bought it on 9th October using prime membership. I got cash back for 2000 in SBI card and 1000 in Amazon pay. It costs 27000 total. Got the product next day morning.,"['Very good phone nothing', 'it', 'One', 'this phone', 'it', '9th October', 'prime membership', 'I', 'cash', 'SBI card', 'Amazon', 'It', '27000 total', 'the product']"
7407,Amazing mobile,['Amazing mobile']
7408,in every categories this phone is awesome its dash charging is blunder a massive phone this is ... and amazon created a lots of confusion while shipment but dilevered on time.. overall phkne js awesome and the quality is superb ... speed is beyond expectations and cameras are really best and depth sensing Is quite awesome,"['every categories', 'this phone', 'its dash charging', 'a massive phone', 'amazon', 'a lots', 'confusion', 'time', 'the quality', 'speed', 'expectations', 'cameras', 'sensing']"
7409,This phone is one of the best phones in the world. The way it charges is magical. The smoothness in working is adorable. I just love this masterpiece,"['This phone', 'the best phones', 'the world', 'The way', 'it', 'The smoothness', 'I', 'this masterpiece']"
7410,Awesome phone,['Awesome phone']
7411,Hi phone is very good but doesn't hand free come with mobile phone ?,"['Hi phone', 'mobile phone']"
7412,Superb product,['Superb product']
7413,"Much improved battery life, speed and camera.
I also received Android 9.0 update.
However one plus needs to improve depth sensing photos to detect edge detection. It's way beyond what's available in the market. Otherwise it's a great quality camera.","['Much improved battery life', 'speed', 'camera', 'I', 'Android 9.0 update', 'depth', 'photos', 'edge detection', 'It', 'what', 'the market', 'it', 'a great quality camera']"
7414,Amazingly fast,[]
7415,Excellent phone,['Excellent phone']
7416,"best in the class, good display, good phone","['the class', 'good display', 'good phone']"
7417,Camera is quite good but not the quality of S9,"['Camera', 'not the quality', 'S9']"
7418,Picture quality osm,['Picture quality osm']
7419,Overall.. in this range.. its a perfect phone..,['this range']
7420,Amazing One Plus,[]
7421,Best premium smart phone in all segments under reasonable price,"['Best premium smart phone', 'all segments', 'reasonable price']"
7422,"Perfect phone, I have received the phone with torn Bill, so I need the bill copy duly signed for official purpose, request to confirm.","['I', 'the phone', 'torn Bill', 'I', 'official purpose']"
7423,"What i liked:
Battery
Rear Camera
Face unlock
Screen
Clean, simple OS
What i didnot like:
Bulkiness (after backcover)
Front camera
Can't use with one hand.
It feels and look premium and gives you the right value for your money. It will provide regular updates so you can use it for 2 years (min).
Got it for 28k.
Have lately started getting voice breaks during voice call, please do let me know how to fix this.","['What', 'i', 'Battery\nRear Camera\nFace unlock', 'Screen', 'Clean', 'simple OS', 'What', 'i', 'backcover', 'Front camera', 'one hand', 'It', 'premium', 'you', 'the right value', 'your money', 'It', 'regular updates', 'you', 'it', '2 years', 'min', 'it', '28k', 'voice breaks', 'voice call', 'me']"
7424,Amazing.. that's all u need ☠️,[]
7425,Amazing all round product.,[]
7426,"It feels premium, great performance, must buy","['It', 'premium, great performance']"
7427,Simply amazing phone just go for it,"['Simply amazing phone', 'it']"
7428,Good,[]
7429,Phone is good not bad,['Phone']
7430,Picture quality is awesome and sound also but battery is draining fast with out using mobile,"['Picture quality', 'sound', 'battery', 'mobile']"
7431,"Speed - face unlock fastest , fingerprint fastest , charging speed  fastest , processor fastest .. feels premium .. camera quality also good .. but not satisfied with the sound quality.. rest all things are fine ... 😄","['Speed - face unlock', 'speed', 'camera quality', 'the sound quality', 'all things']"
7432,"Amazing picture quality, luxurious look..
in short ... Awesome...!!!","['Amazing picture quality, luxurious look', 'Awesome']"
7433,"Not that much good product, heating problem , some times it hangs as well, disappointing","['Not that much good product', 'heating problem', 'it']"
7434,"Good built quality, the phone is really fast and nice picture even in low lights. The battery life is also good. One full charge goes upto 1.5 days with moderate usage and 4g enabled.","['the phone', 'really fast and nice picture', 'low lights', 'The battery life', 'One full charge', 'moderate usage', '4g']"
7435,Budget phone one can have.Super speed and quality display.,"['Budget phone one', 'Super speed', 'quality', 'display']"
7436,Great device at its price range,"['Great device', 'its price range']"
7437,Fast service and best mobile in this range,"['Fast service', 'best mobile', 'this range']"
7438,Very nice mobile. It is worth for this money.,"['Very nice mobile', 'It', 'this money']"
7439,Phone is very gud with decent Price I loved it,"['Phone', 'decent Price', 'I', 'it']"
7440,Good,[]
7441,In every aspect it is awesome,"['every aspect', 'it']"
7442,"I am extremely happy with it's speed, performance, design and looks. Each update of OnePlus seems like a phone from a new generation. Completely worth the price","['I', ""it's speed"", 'performance', 'design', 'Each update', 'OnePlus', 'a phone', 'a new generation', 'the price']"
7443,Wow,[]
7444,PRODUCT IS OK BUT MY CASH BACK IS NOT RICEVD MY ACCOUNT IN 4 MUNTH,"['PRODUCT', 'MY CASH', 'RICEVD', 'MY ACCOUNT', '4 MUNTH']"
7445,Bestest phone♥️,"['Bestest phone♥', '️']"
7446,Awesome,[]
7447,"In Short:
Build - premium
Looks - out of the mill + notch (got used to it sooner than expected)
Software - Oxygen (Pie (first OTA update)) ~ buttery smooth !
Battery - lasts a day
Colour - mirror black (I love the gloss)
Screen - good (tradeoff for battery (some thing I am ok with))
Camera - Whoa (coming from OP3T) diff feels like day and night
PS: added few more gesture tricks out of the box, should make life easier and faster.
Benchmarks :
Antutu - ranks 2 in my case and 4 overall in  benchmark, leaving behind S9s, SG Note9, P20, Pixels, POCO, HONORetc. Beats >99% Android phones.
Geekbench4 - OP3~7185, OP5~8069, OP6-13210 (whopping increase of 500 points).
 Wish I could add more benchmark details as why OP6 is what it is (App as of now only allows 1 picture).
Just go for it, Amazon Sale + exchange (OP3T) made the deal I couldn't refuse = only 21899₹ for (6/64) model !!","['Short', 'Build - premium', 'the mill', 'it', 'Software - Oxygen', '(Pie', 'Colour - mirror black', 'I', 'the gloss', 'Screen - good (tradeoff', 'battery', 'some thing', 'I', 'Camera - Whoa', 'OP3T', 'diff', 'day', 'night', 'PS', 'few more gesture tricks', 'the box', 'life', 'Benchmarks', 'my case', 'benchmark', 'S9s, SG Note9', 'P20', 'Pixels', 'POCO', 'HONORetc', 'Beats', '99% Android phones', 'Geekbench4', '- OP3~7185, OP5~8069, OP6-13210 (whopping increase', '500 points', 'Wish', 'I', 'more benchmark details', 'OP6', 'what', 'it', 'App', '1 picture', 'it', 'Amazon Sale', 'exchange', 'OP3T', '(6/64) model']"
7448,Very good phone I love it,"['Very good phone', 'I', 'it']"
7449,"I love picture quality , sound is good and battery is ok ok type","['I', 'picture quality', 'sound']"
7450,It's wow moment for me ... It's amazing phone,"['It', 'moment', 'me', 'It', 'amazing phone']"
7451,One plus 6 is a beast in all aspects,"['a beast', 'all aspects']"
7452,"Awesome product,worth buying it","['Awesome product', 'it']"
7453,It's very nice product,"['It', 'very nice product']"
7454,Excellent performance,['Excellent performance']
7455,Perfect,[]
7456,Excellent product thanks to one plus after updating to Android p battery life coming very good also the gestures are super enjoying the mobile thanks to one plus 6,"['Excellent product thanks', 'Android', 'p battery life', 'the gestures', 'the mobile thanks']"
7457,Excellent mobile at best price,"['Excellent mobile', 'best price']"
7458,Good,[]
7459,"Awesome mobile...loved it,good camere,good battery life,sound is awesome","['Awesome mobile', 'it', 'good camere', 'good battery life', 'sound']"
7460,H u went,['H u']
7461,Nice recommend for everyone,['everyone']
7462,Just awesome device.👌🏻👌🏻👌🏻👌🏻,['🏻👌']
7463,"5 months usage and amazing product, picture quality is awesome games and graphics are awesome, somewhere lags but not that much, issue with auto brightness not much impressive.","['picture quality', 'awesome games', 'graphics', 'somewhere lags', 'issue', 'auto brightness']"
7464,In one word Superb,['one word']
7465,Excellent Product..,['Excellent Product']
7466,Overall Product is good but disappointed by not Receiving headphone as mentioned in Amazon Website.,"['Overall Product', 'headphone', 'Amazon Website']"
7467,I never used any phone better than this beast .,"['I', 'any phone', 'this beast']"
7468,"Bought this Flagship smartphone from OnePlus 3 months back and here are my observations after using it for 3 months.
1. Camera is just fabulous. It works like a DSLR with the inbuilt features that are available in DSLR. It supports features like focus, aperture, ISO etc can set all those features custom as per our requirement.
2. Sound and Microphone quality is just awesome and it is audible even in crowded places. Earpiece is good to take calls with nice and clear volume ratio. Earphones are not their in box quite disappointing after paying much but you can use any 3.5 mm jack earphones of good sound quality. There is no issues found for music as well you can experince calling and music as an IOS device (Apple) supports.
3. In love with its battery backup and dash charging technology. It charges almost 60% of phone battery in just 15 mins. Battery backup is awesum as a full charge of it lasts for a full day along with heavy internet usage. Comes with 3300 mAH lithium Polymer battery.
4. Best gaming experience ever compared to all other smartphones I used to play games earlier in phones from such good brands like Nokia, Samsung, MI, and even Apple iPhone 7. You can enjoy playing high end games like PUBG one of the trending games nowadays.
5. No heating problem faced while using it for long hours with heavy apps, games and internet surfing. Its a reliable phone.
6. There are lot of trash files stored on phone's RAM which needs to be cleared time to time so that it will not cause any slowness while operating the phone.
7. It looks very classy when holding in hand as well as its outer case is very comfortable in feel & touch. Display ratio perfectly fits its design as there are no borders. Touch is vivid and highly capacitive 2.5D Corning Gorilla Glass 5 used on both the front and back so no chances of screen tempering even when there is no screenguard/tempered glass applied on display. Watching movies is very enjoyable everytime.
8. Top Notch Speed Flagship Killer comes with 8GB RAM with 256GB of Storage is enough for all heavy files and games. It supports dual nano SIM with dual standby 4G+4G which is quite good and lovable.
9. When it comes to operating system and processor it comes with Android Oreo 8.1 Oxygen with Qualcomm Snapdragon 845 Octa Core Processor which is highest available in market at this price.
10. Its face unlock features works very well when compared to iPhone X. Fingerprint sensor works fine, Water Resistant feature haven't checked as it is costly so I always avoid water from the device after even its water resistant.
11. User Interface can be improved a lil bit more for steady use to everyone and earphones can be their inside the box at this price range and a brand should manage to provide maximum accessories along with its Flagship phone atleast.
12. Overall performance is good as device works very well on all stages of usage where as while using it continuosly along with its all components at extreme levels. And its stability over the android is mindblowing.
13. Finally, I would recommend everyone to buy this device who is looking for a phone at this price range. No such phone is available in market with such high end configurations at this price range.","['this Flagship smartphone', 'OnePlus', 'my observations', 'it', '3 months', 'Camera', 'It', 'a DSLR', 'DSLR', 'It', 'features', 'focus', 'aperture', 'all those features custom', 'our requirement', 'Sound and Microphone quality', 'it', 'crowded places', 'Earpiece', 'calls', 'nice and clear volume ratio', 'Earphones', 'box', 'you', 'any 3.5 mm jack earphones', 'good sound quality', 'no issues', 'music', 'you', 'music', 'an IOS device', 'love', 'its battery backup', 'technology', 'It', 'almost 60%', 'phone battery', 'just 15 mins', 'Battery backup', 'awesum', 'a full charge', 'it', 'a full day', 'heavy internet usage', '3300 mAH lithium Polymer battery', 'Best gaming experience', 'all other smartphones', 'I', 'games', 'phones', 'such good brands', 'Nokia', 'Samsung', 'MI', 'even Apple iPhone', 'You', 'high end games', 'the trending games', 'No heating problem', 'it', 'long hours', 'heavy apps', 'games', 'internet surfing', 'Its a reliable phone', 'lot', 'trash files', ""phone's RAM"", 'time', 'it', 'any slowness', 'the phone', 'It', 'hand', 'its outer case', 'feel', 'touch', 'Display ratio', 'its design', 'no borders', 'Touch', 'vivid and highly capacitive 2.5D Corning Gorilla Glass', 'both the front', 'no chances', 'screen', 'no screenguard/tempered glass', 'display', 'movies', 'Top Notch Speed Flagship Killer', '8GB RAM', '256GB', 'Storage', 'all heavy files', 'games', 'It', 'dual nano SIM', '4G+4G', 'it', 'operating system', 'processor', 'it', 'Android Oreo 8.1 Oxygen', 'Qualcomm Snapdragon', '845 Octa Core Processor', 'market', 'this price', 'Its face unlock features', 'iPhone X. Fingerprint sensor', 'Water Resistant feature', 'it', 'I', 'water', 'the device', 'even its water', 'User Interface', 'steady use', 'everyone', 'earphones', 'the box', 'this price range', 'a brand', 'maximum accessories', 'its Flagship phone atleast', 'Overall performance', 'device', 'all stages', 'usage', 'it', 'its all components', 'extreme levels', 'its stability', 'the android', 'I', 'everyone', 'this device', 'who', 'a phone', 'this price range', 'No such phone', 'market', 'such high end configurations', 'this price range']"
7469,"Today . i got it from amazon. This is really nice  mobile.Nice delivery by amazon. i ordered it on 11 oct ant i got this product on 13 oct in the morning.when i unboxed the box it was not damaged at all..every thing was perfec
i bought one plus 6 (8 GB RAM and 128 Memory) in 32000 rupe..
Discount Summry
5000 from amazon
2000 sbi debit card
1000 amazon pay balance","['Today', 'i', 'it', 'amazon', 'Nice delivery', 'amazon', 'i', 'it', '11 oct ant', 'i', 'this product', '13 oct', 'the morning.when', 'i', 'the box', 'it', 'every thing', 'perfec', 'i', '(8 GB RAM', '128 Memory', '32000 rupe', 'Discount Summry', 'amazon\n2000 sbi debit card', '1000 amazon pay balance']"
7470,9/10,[]
7471,No one can beat this hard flagship phone one plus. Hats off.,"['No one', 'this hard flagship phone', 'Hats']"
7472,"Absolutely in love with this device.There isn't one thing I dislike about it.
Picture quality is simply awesome.","['love', 'this device', 'one thing', 'I', 'it', 'Picture quality']"
7473,Good phone only the price is bit high,"['Good phone', 'only the price']"
7474,Awesome phone,['Awesome phone']
7475,"Battey is good considering I keep using either wifi/mobile data ON during day. I generally charge once in 24 hrs( my previous mobile thrice in 24hrs)
Speed is good, never hangged so far since  ( 1.5 month) i bot the mobile","['Battey', 'I', 'either wifi/mobile data', 'day', 'I', '24 hrs', 'my previous mobile thrice', '24hrs', 'Speed', '1.5 month', 'i', 'the mobile']"
7476,"Well really it stands by its theme of never settle down perfect mobile for the cost. You will fall in love with it once u hold this beauty. Great in pitchure quality, batter life and sound quality pretty good","['it', 'its theme', 'perfect mobile', 'the cost', 'You', 'love', 'it', 'this beauty', 'pitchure quality', 'batter life', 'sound quality']"
7477,"The phone is just perfect for every type of use, whether it be office/professional use for reading/editing heavy docs or spreadsheets, or it be full mutimedia use for photography or blogging, it works smooth with good reasonable battery performance.
And for gaming, this phone play everything in max settings, played PUBG in HDR in Max frame rate ~40fps.
Display, the black means true black... as its an OLED. Perfect for indoor as well as for outdoor use.","['The phone', 'every type', 'use', 'it', 'office/professional use', 'heavy docs', 'spreadsheets', 'it', 'full mutimedia use', 'photography', 'blogging', 'it', 'good reasonable battery performance', 'gaming', 'this phone', 'everything', 'max settings', 'PUBG', 'HDR', 'Max frame rate', 'its an OLED', 'outdoor use']"
7478,Nice one,[]
7479,"It have a 6gb ram but it running slowly after using one month of period apps also taking time to open.
One month back I buyed this one now I want to return this product Amazon is not selling good products and not giving at least one month of return policy wast","['It', 'a 6gb ram', 'it', 'one month', 'period apps', 'time', 'I', 'this one', 'I', 'this product', 'Amazon', 'good products', 'at least one month', 'return policy wast']"
7480,This is the best phone available in this segment.,"['the best phone', 'this segment']"
7481,"Awesome camera, good quality phone","['Awesome camera', 'good quality phone']"
7482,Excellent product,['Excellent product']
7483,Really good,[]
7484,"Best flagship killer
No words to describe it
Awesome battery backup
Camera is one of the best in recent years","['Best flagship killer', 'No words', 'it', 'Camera', 'recent years']"
7485,Best phone,['Best phone']
7486,Its simply Awesome...after 4 month of using I don't have experience any kind of problem so I LOVE THIS PHONE.,"['Its simply Awesome', '4 month', 'I', 'any kind', 'problem', 'I', 'THIS PHONE']"
7487,Good phone,['Good phone']
7488,Sexy cell phone😍,['Sexy cell phone😍']
7489,Awsm,['Awsm']
7490,"No words to explain this phone...
Happy to be fan of OnePlus...
Some times lags a bit... But overall very good...
Build quality is excellent and rigid..
Best part is its camera... It is top class..","['No words', 'this phone', 'fan', 'OnePlus', 'Some times', 'overall very good...\nBuild quality', 'Best part', 'its camera', 'It', 'top class']"
7491,"Brought on very first day of Amazon great Indian sale for prime users and Phone is found defective after 1 day of usage. Just wondering, How can production miss the basic tests before it goes out.
1)Sim card slots are having issues. Android os background process consuming data of sim 2 however sim1 is set for mobile data uses. This is resulting into multiple pop ups from network provider and battery drainage
2) battery not lasting for whole day in normal usage
3) Google search not working. Nothing happens on click of Google search widget
4) some apps not responding at all on click of icon. Quite strange is, sometimes Amazon app doesn't open at all which is exclusive place to buy this phone
5) you can't turn off WiFi .it automatically turns back on
Now I need to wait for replacement as model is out of stock. I can't place new order as purchase is limited to one per account and SBI discount won't be applicable till return is completed.","['Amazon great Indian sale', 'prime users', 'Phone', '1 day', 'usage', 'the basic tests', 'it', '1)Sim card slots', 'issues', 'Android os background process', 'data', 'sim1', 'mobile data uses', 'multiple pop ups', 'network provider', 'battery drainage', 'whole day', 'normal usage', 'Nothing', 'click', 'Google search widget', 'click', 'icon', 'Amazon app', 'exclusive place', 'this phone', 'you', 'WiFi', 'I', 'replacement', 'model', 'stock', 'I', 'new order', 'purchase', 'account', 'SBI discount', 'return']"
7492,Everything,['Everything']
7493,Great phone design good value for the money,"['Great phone design good value', 'the money']"
7494,This phone has everything which beats iPhone. This is the new definition of premium phone and extraordinary flagship. It shuts mouth of all the iphone boasters.,"['This phone', 'everything', 'iPhone', 'the new definition', 'premium phone', 'extraordinary flagship', 'It', 'mouth', 'all the iphone boasters']"
7495,"Excellent performance. The phone is butter smooth. Apps open very fast and despite opening multiple apps,there is no lag. Camera does very good job in low light. Games are very smooth and it's a pleasure to use the mobile. The UI is also very simple and smooth. No unnecessary bloatware. Only thing I that could have been better is the speakers and output sound. Phone charges from 0-100% in roughly 1 hour which is impressive. Battery life is okay. Lasts a day on moderate usage. OnePlus 6 is a hit. Must buy !!","['Excellent performance', 'The phone', 'Apps', 'multiple apps', 'no lag', 'Camera', 'very good job', 'low light', 'Games', 'it', 'a pleasure', 'the mobile', 'The UI', 'No unnecessary bloatware', 'Only thing', 'I', 'the speakers', 'output sound', 'Phone charges', '0-100%', 'roughly 1 hour', 'Battery life', 'moderate usage', 'OnePlus', 'a hit']"
7496,Have received my Oneplus 6 today and facing battery charging problem. It stuck at 50%. While charging it shows battery low and device temperature is low.,"['my Oneplus', 'battery charging problem', 'It', '50%', 'it', 'device temperature']"
7497,On time delivery by Amazon and the smartphone is awesome.,"['time delivery', 'Amazon', 'the smartphone']"
7498,obsolutly wonderful. clear one.,[]
7499,Sound quality particularly during voice calls,"['Sound quality', 'voice calls']"
7500,Best phone for the 35k range .With all the features  ..keep going one plus can't wait for the T variant,"['Best phone', 'the 35k range', 'all the features', 'the T variant']"
7501,Besttt phone..with Best picture and sound quality.. Battery life is too good.. With dash charger.. Charges the ph with 100% within 40-45 min... If u r thinking to buy this phone then go for it..!!,"['Besttt phone', 'Best picture', 'sound quality', 'Battery life', 'dash charger', 'Charges', 'the ph', '100%', '40-45 min', 'r', 'this phone', 'it']"
7502,"Speedy one plus 6
Wonderful camera
Good battery life
Dash charger is awesome
Slow Mo super","['one plus 6\nWonderful camera', 'Good battery life', 'Dash charger', 'Slow Mo']"
7503,I bought this phone after looking at the reviews..and now that I have received it through amazon during great Indian sale..it costed much more cheaper after the exchange and the other offers..and it definitely and undoubtedly a great value for money..it has the most efficient and smart working..and most importantly it has a superb and a top class camera  quality..slomo videos and the videos are just awesome.. can't express how happy it's camera makes me..it has a great image stability while recording..it is such and easy to work with kinda phone..I am pleased that's all I can say..and after receiving it in the offer I couldn't have been more blessed..fully satisfied!! functions super swiftly.. takes great photos in low light too😍the mic of the phone records the voice very precisely..and is sharp✌️it is a full win win software wise and hardware wise..!!,"['I', 'this phone', 'the reviews', 'I', 'it', 'amazon', 'great Indian sale', 'it', 'the exchange', 'the other offers', 'it', 'money', 'it', 'the most efficient and smart working', 'it', 'a top class camera  quality', 'slomo videos', 'the videos', 'it', 'camera', 'me', 'it', 'a great image stability', 'it', 'kinda phone', 'I', 'I', 'it', 'the offer', 'I', 'functions', 'great photos', 'low light', 'the mic', 'the phone records', 'the voice', 'sharp✌', '️it', 'a full win win software']"
7504,Good one,[]
7505,Awesome,[]
7506,Nice product for this price. Amazing phone. Worth the price. Premium phone.,"['Nice product', 'this price', 'Amazing phone', 'the price', 'Premium phone']"
7507,"Excellent picture quality, fast processor and sleek design. Display is beautiful and touchscreen is very responsive. Sound quality is good, but could have been better.","['Excellent picture quality', 'fast processor', 'sleek design', 'Display', 'touchscreen', 'Sound quality']"
7508,this is a hell of a phone .....awesome perfomance ....with greater camera,"['a hell', 'a phone', 'awesome perfomance', 'greater camera']"
7509,Bugy phone with defective camera. Want replacement of phone.Amazon customer service denied to provide the same.,"['phone', 'defective camera', 'Want replacement', 'phone', 'Amazon customer service']"
7510,Good,[]
7511,"Was using One plus 3 for the last 2 years and was totally satisfied. Was looking forward for a special deal on Oneplus 6 this festival season. Finally got a great deal. After all the discounts and exchange deal, got OP6 for RS 28000/ flat. Now that's a special price for a special phone, no?
Of course, you have already gone through the pros and cons of this device. Let me tell you, for this price, the hardcore Apple fans are already looking for a switch over.
Great phone and great deal!!!
And thanks Amazon for delivering inside 48 hours.","['the last 2 years', 'a special deal', 'Oneplus', 'a great deal', 'all the discounts', 'exchange deal', 'OP6', 'a special price', 'a special phone', 'you', 'the pros', 'cons', 'this device', 'me', 'you', 'this price', 'the hardcore Apple fans', 'a switch', 'Great phone', 'great deal', 'And thanks Amazon', '48 hours']"
7512,Phenomenal,['Phenomenal']
7513,"Picture quality superb.
Pubg player should go for this for sure.
Battery goes quickly down and charges also quickly up so the battery is okay not too good not too bad.
Else overall phone is just superb loved it .....never used such a beast before ....I am totally impressed with the speed quality of pictures and everything in it...I am in love with this phone.","['Picture quality superb', 'Pubg player', 'Battery', 'charges', 'the battery', 'overall phone', 'it', 'such a beast', 'I', 'the speed quality', 'pictures', 'everything', 'it', 'I', 'love', 'this phone']"
7514,Defeats every other phones... BEST!!!,"['Defeats', 'every other phones']"
7515,Buget flagship,['Buget flagship']
7516,"everything is perfect in this phone.. this is truely a flagship killer. battery life is great and special feature is dash charging,i love dash charging of one plus you don't have to take stress about the battery just connect it for half an hour and you're good to go. sounds quality is decent. picture quality is awesome,it comes with amoled panel what else do you want in a phone at this rate ( a true flagship killer) or i call it legend killer","['everything', 'this phone', 'a flagship killer', 'battery life', 'great and special feature', 'dash charging', 'i', 'dash charging', 'you', 'stress', 'the battery', 'it', 'half an hour', 'you', 'quality', 'picture quality', 'it', 'amoled panel', 'what', 'you', 'a phone', 'this rate', 'a true flagship killer', 'i', 'it']"
7517,The mobile product is awesome!!? Satisfied more than expectation and only thing the mobile back cover was very dirt like old one with full of dirt in it !!!! Amazon have to maintain the quality for big products too and unsatisfied in packing ...very cheap packing,"['The mobile product', 'expectation', 'the mobile back cover', 'very dirt', 'dirt', 'it', 'Amazon', 'the quality', 'big products', 'very cheap packing']"
7518,"It is a beast. And I got this at 27k + added benefits and bonuses in the Great Indian Sale. Thankn you, Amazon, for that and for impeccable delivery of the product.
Now coming to the phone,
Camera is incredible. Great details and colours are brought out. It's crisp and at the same time not very sharp.
Notch : Seriously, I don't get why it should be a concern. I have hardly noticed it all the while. Plus, you can hide it if you want to. I have been using it without hiding.
Fingerprint : Placed at a slightly uncomfortable position. But it's ultra fast. Face unlock is also very rapid.
Speakers perform the job that they were assigned with. Got no problems, and no specialities.
Led notification is awesome. You can customize it's color.
Gesture based actions is very useful, like for pausing a song, or to open flashlight.
Overall, the phone is just pure awesome. It's nothing less than a majestic beast.","['It', 'a beast', 'I', '27k', 'added benefits', 'bonuses', 'the Great Indian Sale', 'Thankn', 'you', 'impeccable delivery', 'the product', 'the phone', 'Camera', 'Great details', 'colours', 'It', 'the same time', 'Notch', 'I', 'it', 'a concern', 'I', 'it', 'you', 'it', 'you', 'I', 'it', 'Fingerprint', 'a slightly uncomfortable position', 'it', 'Face unlock', 'Speakers', 'the job', 'they', 'no problems', 'no specialities', 'Led notification', 'You', 'it', 'color', 'Gesture based actions', 'a song', 'flashlight', 'the phone', 'It', 'nothing', 'a majestic beast']"
7519,Good Product and on-spot delivery !! Good Job,"['spot', 'Good Job']"
